,DEPTH,W_Tar_calibrated,SW,VSH,PHI,RW_log,Lith_id_new,Predicted_Lith_id_new,SitID
202914,466.84,2.0,1.0,0.224,0.248,-0.2798406965940431,1,1,110325
202915,467.09,2.0,1.0,0.177,0.263,-0.2798406965940431,1,1,110325
202916,467.34,2.0,1.0,0.222,0.249,-0.2798406965940431,1,1,110325
202917,467.59,2.0,1.0,0.305,0.222,-0.2798406965940431,2,2,110325
202918,467.84,2.0,1.0,0.286,0.229,-0.2798406965940431,1,1,110325
202919,468.09,2.0,1.0,0.244,0.242,-0.2798406965940431,1,1,110325
202920,468.34,2.0,1.0,0.235,0.245,-0.2798406965940431,1,1,110325
202921,468.59,2.0,1.0,0.279,0.231,-0.2798406965940431,1,1,110325
202922,468.84,2.0,1.0,0.329,0.215,-0.2798406965940431,2,2,110325
202923,469.09,2.0,1.0,0.375,0.2,-0.2798406965940431,2,2,110325
202924,469.34,2.0,1.0,0.401,0.192,-0.2798406965940431,2,2,110325
202925,469.59,2.0,1.0,0.415,0.178,-0.2798406965940431,2,2,110325
202926,469.84,2.0,1.0,0.399,0.192,-0.2798406965940431,2,2,110325
202927,470.09,2.0,1.0,0.392,0.194,-0.2798406965940431,2,2,110325
202928,470.34,2.0,1.0,0.392,0.195,-0.28066871301627333,2,2,110325
202929,470.59,2.0,1.0,0.382,0.198,-0.28066871301627333,2,2,110325
202930,470.84,2.0,1.0,0.377,0.199,-0.28066871301627333,2,2,110325
202931,471.09,2.0,1.0,0.364,0.203,-0.28066871301627333,2,2,110325
202932,471.34,2.0,1.0,0.369,0.202,-0.28066871301627333,2,2,110325
202933,471.59,2.0,1.0,0.38,0.198,-0.28066871301627333,2,2,110325
202934,471.84,2.0,1.0,0.422,0.185,-0.28066871301627333,2,2,110325
202935,472.09,2.0,1.0,0.45,0.176,-0.28066871301627333,2,2,110325
202936,472.34,2.0,1.0,0.416,0.187,-0.28066871301627333,2,2,110325
202937,472.59,2.0,1.0,0.394,0.192,-0.28066871301627333,2,2,110325
202938,472.84,2.0,1.0,0.402,0.191,-0.28066871301627333,2,2,110325
202939,473.09,2.0,1.0,0.423,0.185,-0.28066871301627333,2,2,110325
202940,473.34,2.0,1.0,0.348,0.209,-0.28066871301627333,2,2,110325
202941,473.59,2.0,1.0,0.296,0.225,-0.28066871301627333,1,1,110325
202942,473.84,2.0,1.0,0.217,0.251,-0.28066871301627333,1,1,110325
202943,474.09,2.0,1.0,0.169,0.266,-0.28066871301627333,1,1,110325
202944,474.34,2.0,1.0,0.159,0.269,-0.28066871301627333,1,1,110325
202945,474.59,2.0,1.0,0.108,0.285,-0.28066871301627333,1,1,110325
202946,474.84,2.0,1.0,0.089,0.292,-0.28066871301627333,1,1,110325
202947,475.09,2.0,1.0,0.101,0.288,-0.28066871301627333,1,1,110325
202948,475.34,2.0,1.0,0.115,0.283,-0.2814983111327257,1,1,110325
202949,475.59,2.0,1.0,0.125,0.28,-0.2814983111327257,1,1,110325
202950,475.84,2.0,1.0,0.138,0.276,-0.2814983111327257,1,1,110325
202951,476.09,2.0,1.0,0.186,0.26,-0.2814983111327257,1,1,110325
202952,476.34,2.0,1.0,0.261,0.236,-0.2814983111327257,1,1,110325
202953,476.59,2.0,1.0,0.365,0.189,-0.2814983111327257,2,2,110325
202954,476.84,2.0,1.0,0.577,0.134,-0.2814983111327257,4,4,110325
202955,477.09,2.0,1.0,0.45,0.172,-0.2814983111327257,2,2,110325
202956,477.34,2.0,1.0,0.382,0.198,-0.2814983111327257,2,2,110325
202957,477.59,2.0,1.0,0.329,0.215,-0.2814983111327257,2,2,110325
202958,477.84,2.0,1.0,0.282,0.23,-0.2814983111327257,1,1,110325
202959,478.09,2.0,1.0,0.315,0.219,-0.2814983111327257,2,2,110325
202960,478.34,2.0,1.0,0.357,0.206,-0.2814983111327257,2,2,110325
202961,478.59,2.0,1.0,0.379,0.199,-0.2814983111327257,2,2,110325
202962,478.84,2.0,1.0,0.361,0.205,-0.2814983111327257,2,2,110325
202963,479.09,2.0,1.0,0.345,0.21,-0.2814983111327257,2,2,110325
202964,479.34,2.0,1.0,0.379,0.199,-0.2814983111327257,2,2,110325
202965,479.59,2.0,1.0,0.392,0.194,-0.2814983111327257,2,2,110325
202966,479.84,2.0,1.0,0.284,0.229,-0.2814983111327257,1,1,110325
202967,480.09,2.0,1.0,0.186,0.261,-0.2814983111327257,1,1,110325
202968,480.34,2.0,1.0,0.118,0.282,-0.2814983111327257,1,1,110325
202969,480.59,2.0,1.0,0.046,0.305,-0.28232949699773785,1,1,110325
202970,480.84,2.0,1.0,0.008,0.318,-0.28232949699773785,1,1,110325
202971,481.09,2.0,1.0,0.001,0.32,-0.28232949699773785,1,1,110325
202972,481.34,2.0,1.0,0.003,0.319,-0.28232949699773785,1,1,110325
202973,481.59,2.0,1.0,0.031,0.31,-0.28232949699773785,1,1,110325
202974,481.84,2.0,1.0,0.041,0.307,-0.28232949699773785,1,1,110325
202975,482.09,2.0,1.0,0.043,0.306,-0.28232949699773785,1,1,110325
202976,482.34,2.0,1.0,0.043,0.306,-0.28232949699773785,1,1,110325
202977,482.59,2.0,1.0,0.04,0.307,-0.28232949699773785,1,1,110325
202978,482.84,2.0,1.0,0.037,0.308,-0.28232949699773785,1,1,110325
202979,483.09,2.0,1.0,0.033,0.31,-0.28232949699773785,1,1,110325
202980,483.34,2.0,1.0,0.023,0.313,-0.28232949699773785,1,1,110325
202981,483.59,2.0,1.0,0.02,0.314,-0.28232949699773785,1,1,110325
202982,483.84,2.0,1.0,0.025,0.312,-0.28232949699773785,1,1,110325
202983,484.09,2.0,1.0,0.028,0.311,-0.28232949699773785,1,1,110325
202984,484.34,2.0,1.0,0.032,0.31,-0.28232949699773785,1,1,110325
202985,484.59,2.0,1.0,0.041,0.307,-0.28232949699773785,1,1,110325
202986,484.84,2.0,1.0,0.05,0.304,-0.28232949699773785,1,1,110325
202987,485.09,2.0,1.0,0.065,0.299,-0.28232949699773785,1,1,110325
202988,485.34,2.0,1.0,0.076,0.296,-0.28232949699773785,1,1,110325
202989,485.59,2.0,1.0,0.108,0.285,-0.2831622767004755,1,1,110325
202990,485.84,2.0,1.0,0.121,0.281,-0.2831622767004755,1,1,110325
202991,486.09,2.0,1.0,0.156,0.27,-0.2831622767004755,1,1,110325
202992,486.34,2.0,1.0,0.196,0.257,-0.2831622767004755,1,1,110325
202993,486.59,2.0,1.0,0.149,0.272,-0.2831622767004755,1,1,110325
202994,486.84,2.0,1.0,0.071,0.297,-0.2831622767004755,1,1,110325
202995,487.09,2.0,1.0,0.03,0.31,-0.2831622767004755,1,1,110325
202996,487.34,2.0,1.0,0.008,0.318,-0.2831622767004755,1,1,110325
202997,487.59,2.0,1.0,0.0,0.32,-0.2831622767004755,1,1,110325
202998,487.84,2.0,1.0,0.049,0.304,-0.2831622767004755,1,1,110325
202999,488.09,2.0,1.0,0.092,0.29,-0.2831622767004755,1,1,110325
203000,488.34,2.0,1.0,0.139,0.276,-0.2831622767004755,1,1,110325
203001,488.59,2.0,1.0,0.215,0.251,-0.2831622767004755,1,1,110325
203002,488.84,2.0,1.0,0.231,0.246,-0.2831622767004755,1,1,110325
203003,489.09,2.0,1.0,0.174,0.264,-0.2831622767004755,1,1,110325
203004,489.34,2.0,1.0,0.126,0.28,-0.2831622767004755,1,1,110325
203005,489.59,2.0,1.0,0.095,0.29,-0.2831622767004755,1,1,110325
203006,489.84,2.0,1.0,0.114,0.283,-0.2831622767004755,1,1,110325
203007,490.09,2.0,1.0,0.156,0.27,-0.2831622767004755,1,1,110325
203008,490.34,2.0,1.0,0.203,0.255,-0.2831622767004755,1,1,110325
203009,490.59,2.0,1.0,0.243,0.242,-0.2831622767004755,1,1,110325
203010,490.84,2.0,1.0,0.273,0.233,-0.28399665636520083,1,1,110325
203011,491.09,2.0,1.0,0.277,0.231,-0.28399665636520083,1,1,110325
203012,491.34,2.0,1.0,0.232,0.246,-0.28399665636520083,1,1,110325
203013,491.59,2.0,1.0,0.143,0.274,-0.28399665636520083,1,1,110325
203014,491.84,2.0,1.0,0.074,0.296,-0.28399665636520083,1,1,110325
203015,492.09,2.0,1.0,0.121,0.281,-0.28399665636520083,1,1,110325
203016,492.34,2.0,1.0,0.169,0.266,-0.28399665636520083,1,1,110325
203017,492.59,2.0,1.0,0.203,0.255,-0.28399665636520083,1,1,110325
203018,492.84,2.0,1.0,0.285,0.229,-0.28399665636520083,1,1,110325
203019,493.09,2.0,1.0,0.519,0.154,-0.28399665636520083,4,4,110325
203020,493.34,2.0,1.0,0.661,0.109,-0.28399665636520083,4,4,110325
203021,493.59,2.0,1.0,0.77,0.069,-0.28399665636520083,5,5,110325
203022,493.84,2.0,1.0,0.818,0.041,-0.28399665636520083,5,5,110325
203023,494.09,2.0,1.0,0.77,0.066,-0.28399665636520083,5,5,110325
203024,494.34,2.0,1.0,0.642,0.114,-0.28399665636520083,4,4,110325
203025,494.59,2.0,1.0,0.543,0.134,-0.28399665636520083,4,4,110325
203026,494.84,2.0,1.0,0.502,0.135,-0.28399665636520083,4,4,110325
203027,495.09,2.0,1.0,0.492,0.132,-0.28399665636520083,2,2,110325
203028,495.34,2.0,1.0,0.496,0.121,-0.28399665636520083,2,2,110325
203029,495.59,2.0,1.0,0.533,0.133,-0.28399665636520083,4,4,110325
203030,495.84,2.0,1.0,0.611,0.125,-0.28483264215154214,4,4,110325
203031,496.09,2.0,1.0,0.689,0.1,-0.28483264215154214,4,4,110325
203032,496.34,2.0,1.0,0.74,0.083,-0.28483264215154214,5,5,110325
203033,496.59,2.0,1.0,0.792,0.067,-0.28483264215154214,5,5,110325
203034,496.84,2.0,1.0,0.845,0.049,-0.28483264215154214,5,5,110325
203035,497.09,2.0,1.0,0.894,0.034,-0.28483264215154214,5,5,110325
203036,497.34,2.0,1.0,0.903,0.031,-0.28483264215154214,5,5,110325
203037,497.59,2.0,1.0,0.862,0.023,-0.28483264215154214,5,5,110325
203038,497.84,2.0,1.0,0.868,0.029,-0.28483264215154214,5,5,110325
203039,498.09,2.0,1.0,0.895,0.033,-0.28483264215154214,5,5,110325
203040,498.34,2.0,1.0,0.924,0.024,-0.28483264215154214,5,5,110325
203041,498.59,2.0,1.0,0.882,0.038,-0.28483264215154214,5,5,110325
203042,498.84,2.0,1.0,0.799,0.064,-0.28483264215154214,5,5,110325
203043,499.09,2.0,1.0,0.715,0.091,-0.28483264215154214,3,5,110325
203044,499.34,2.0,1.0,0.757,0.078,-0.28483264215154214,3,5,110325
203045,499.59,2.0,1.0,0.838,0.052,-0.28483264215154214,5,5,110325
203046,499.84,2.0,1.0,0.884,0.037,-0.28483264215154214,5,5,110325
203047,500.09,2.0,1.0,0.921,0.025,-0.28483264215154214,5,5,110325
203048,500.34,2.0,1.0,0.958,0.013,-0.28483264215154214,5,5,110325
203049,500.59,2.0,1.0,0.994,0.002,-0.28483264215154214,5,5,110325
203050,500.84,2.0,1.0,1.0,0.0,-0.28483264215154214,5,5,110325
203051,501.09,2.0,1.0,0.982,0.006,-0.28567024025476695,5,5,110325
203052,501.34,2.0,1.0,0.943,0.011,-0.28567024025476695,5,5,110325
203053,501.59,2.0,1.0,0.881,0.038,-0.28567024025476695,5,5,110325
203054,501.84,2.0,1.0,0.821,0.057,-0.28567024025476695,5,5,110325
203055,502.09,2.0,1.0,0.772,0.073,-0.28567024025476695,5,5,110325
203056,502.34,2.0,1.0,0.759,0.077,-0.28567024025476695,5,5,110325
203057,502.59,2.0,1.0,0.777,0.071,-0.28567024025476695,5,5,110325
203058,502.84,2.0,1.0,0.809,0.061,-0.28567024025476695,5,5,110325
203059,503.09,2.0,1.0,0.821,0.037,-0.28567024025476695,5,5,110325
203060,503.34,2.0,1.0,0.764,0.034,-0.28567024025476695,5,5,110325
203061,503.59,2.0,1.0,0.72,0.049,-0.28567024025476695,5,5,110325
203062,503.84,2.0,1.0,0.675,0.046,-0.28567024025476695,4,4,110325
203063,504.09,2.0,1.0,0.64,0.039,-0.28567024025476695,4,4,110325
203064,504.34,2.0,1.0,0.635,0.015,-0.28567024025476695,4,4,110325
203065,504.59,2.0,1.0,0.659,0.028,-0.28567024025476695,4,4,110325
203066,504.84,2.0,1.0,0.739,0.046,-0.28567024025476695,5,5,110325
203067,505.09,2.0,1.0,0.773,0.059,-0.28567024025476695,5,5,110325
203068,505.34,2.0,1.0,0.722,0.089,-0.28567024025476695,5,5,110325
203069,505.59,2.0,1.0,0.718,0.09,-0.28567024025476695,5,5,110325
203070,505.84,2.0,1.0,0.721,0.089,-0.28567024025476695,5,5,110325
203071,506.09,2.0,1.0,0.73,0.086,-0.28567024025476695,5,5,110325
203072,506.34,2.0,1.0,0.739,0.083,-0.2865094569060575,5,5,110325
203073,506.59,2.0,1.0,0.761,0.076,-0.2865094569060575,5,5,110325
203074,506.84,2.0,1.0,0.812,0.06,-0.2865094569060575,5,5,110325
203075,507.09,2.0,1.0,0.877,0.039,-0.2865094569060575,5,5,110325
203076,507.34,2.0,1.0,0.923,0.02,-0.2865094569060575,5,5,110325
203077,507.59,2.0,1.0,0.986,0.002,-0.2865094569060575,5,5,110325
203078,507.84,2.0,1.0,0.991,0.003,-0.2865094569060575,5,5,110325
203079,508.09,2.0,1.0,0.973,0.009,-0.2865094569060575,5,5,110325
203080,508.34,2.0,1.0,0.951,0.016,-0.2865094569060575,5,5,110325
203081,508.59,2.0,1.0,0.913,0.028,-0.2865094569060575,5,5,110325
203082,508.84,2.0,1.0,0.88,0.03,-0.2865094569060575,5,5,110325
203083,509.09,2.0,1.0,0.883,0.03,-0.2865094569060575,5,5,110325
203084,509.34,2.0,1.0,0.724,0.084,-0.2865094569060575,5,5,110325
203085,509.59,2.0,1.0,0.623,0.119,-0.2865094569060575,4,4,110325
203086,509.84,2.0,1.0,0.575,0.135,-0.2865094569060575,4,4,110325
203087,510.09,2.0,1.0,0.669,0.106,-0.2865094569060575,4,4,110325
203088,510.34,2.0,1.0,0.901,0.032,-0.2865094569060575,5,5,110325
203089,510.59,2.0,1.0,0.786,0.056,-0.2865094569060575,5,5,110325
203090,510.84,2.0,1.0,0.7,0.073,-0.2865094569060575,5,4,110325
203091,511.09,2.0,1.0,0.618,0.096,-0.2865094569060575,4,4,110325
203092,511.34,2.0,1.0,0.78,0.064,-0.2865094569060575,5,5,110325
203093,511.59,2.0,1.0,0.932,0.015,-0.28735029837278864,5,5,110325
203094,511.84,2.0,1.0,0.848,0.049,-0.28735029837278864,5,5,110325
203095,512.09,2.0,1.0,0.77,0.074,-0.28735029837278864,5,5,110325
203096,512.34,2.0,1.0,0.815,0.059,-0.28735029837278864,5,5,110325
203097,512.59,2.0,1.0,0.947,0.017,-0.28735029837278864,3,5,110325
203098,512.84,2.0,1.0,0.946,0.017,-0.28735029837278864,5,5,110325
203099,513.09,2.0,1.0,0.854,0.047,-0.28735029837278864,5,5,110325
203100,513.34,2.0,1.0,0.86,0.045,-0.28735029837278864,5,5,110325
203101,513.59,2.0,1.0,1.0,0.0,-0.28735029837278864,5,5,110325
203102,513.84,2.0,1.0,1.0,0.0,-0.28735029837278864,5,5,110325
203103,514.09,2.0,1.0,1.0,0.0,-0.28735029837278864,5,5,110325
203104,514.34,2.0,1.0,1.0,0.0,-0.28735029837278864,5,5,110325
203105,514.59,2.0,1.0,1.0,0.0,-0.28735029837278864,5,5,110325
203106,514.84,2.0,1.0,0.853,0.047,-0.28735029837278864,5,5,110325
203107,515.09,2.0,1.0,0.723,0.089,-0.28735029837278864,5,5,110325
203108,515.34,2.0,1.0,0.512,0.145,-0.28735029837278864,4,4,110325
203109,515.59,2.0,1.0,0.216,0.186,-0.28735029837278864,1,3,110325
203110,515.84,2.0,1.0,0.144,0.214,-0.28735029837278864,1,1,110325
203111,516.09,2.0,1.0,0.251,0.214,-0.28735029837278864,1,1,110325
203112,516.34,2.0,1.0,0.631,0.118,-0.28735029837278864,4,4,110325
203113,516.59,2.0,1.0,0.839,0.052,-0.28735029837278864,5,5,110325
203114,516.84,2.0,1.0,0.935,0.021,-0.28819277095880896,5,5,110325
203115,517.09,2.0,1.0,0.982,0.006,-0.28819277095880896,5,5,110325
203116,517.34,2.0,1.0,0.988,0.004,-0.28819277095880896,5,5,110325
203117,517.59,2.0,1.0,0.956,0.014,-0.28819277095880896,5,5,110325
203118,517.84,2.0,1.0,0.929,0.005,-0.28819277095880896,5,5,110325
203119,518.09,2.0,1.0,0.894,0.005,-0.28819277095880896,5,5,110325
203120,518.34,2.0,1.0,0.828,0.002,-0.28819277095880896,5,5,110325
203121,518.59,2.0,1.0,0.696,0.012,-0.28819277095880896,4,4,110325
203122,518.84,2.0,1.0,0.599,0.025,-0.28819277095880896,4,4,110325
203123,519.09,2.0,1.0,0.51,0.033,-0.28819277095880896,4,4,110325
203124,519.34,2.0,1.0,0.435,0.109,-0.28819277095880896,5,2,110325
203125,519.59,2.0,0.997,0.323,0.173,-0.28819277095880896,2,2,110325
203126,519.84,2.011,0.891,0.253,0.221,-0.28819277095880896,1,1,110325
203127,520.09,2.015,0.872,0.199,0.251,-0.28819277095880896,1,1,110325
203128,520.34,2.013,0.89,0.177,0.259,-0.28819277095880896,1,1,110325
203129,520.59,2.002,0.979,0.185,0.24,-0.28819277095880896,1,1,110325
203130,520.84,2.0,1.0,0.317,0.182,-0.28819277095880896,2,2,110325
203131,521.09,2.0,1.0,0.707,0.079,-0.28819277095880896,5,5,110325
203132,521.34,2.0,1.0,0.799,0.047,-0.28819277095880896,5,5,110325
203133,521.59,2.0,1.0,0.755,0.04,-0.28819277095880896,5,5,110325
203134,521.84,2.0,1.0,0.679,0.042,-0.28819277095880896,4,4,110325
203135,522.09,2.0,1.0,0.557,0.047,-0.28903688100472424,4,4,110325
203136,522.34,2.0,1.0,0.356,0.113,-0.28903688100472424,5,2,110325
203137,522.59,2.009,0.889,0.092,0.184,-0.28903688100472424,3,3,110325
203138,522.84,2.005,0.937,0.042,0.172,-0.28903688100472424,3,3,110325
203139,523.09,2.004,0.949,0.0,0.17,-0.28903688100472424,3,3,110325
203140,523.34,2.0,1.0,0.0,0.156,-0.28903688100472424,3,3,110325
203141,523.59,2.0,1.0,0.0,0.144,-0.28903688100472424,3,3,110325
203142,523.84,2.0,1.0,0.03,0.12,-0.28903688100472424,3,3,110325
203143,524.09,2.0,1.0,0.057,0.104,-0.28903688100472424,3,3,110325
203144,524.34,2.0,1.0,0.091,0.099,-0.28903688100472424,3,3,110325
203145,524.59,2.0,1.0,0.132,0.076,-0.28903688100472424,3,3,110325
203146,524.84,2.0,1.0,0.175,0.045,-0.28903688100472424,3,3,110325
203147,525.09,2.0,1.0,0.212,0.023,-0.28903688100472424,3,3,110325
306401,173.12,2.0,1.0,0.831,0.064,-0.09908693226233094,5,5,113795
306402,173.37,2.0,1.0,0.791,0.079,-0.09908693226233094,5,5,113795
306403,173.62,2.0,1.0,0.836,0.062,-0.09963287134352969,5,5,113795
306404,173.87,2.0,0.969,0.914,0.033,-0.09963287134352969,5,5,113795
306405,174.12,2.001,0.903,0.912,0.019,-0.09963287134352969,5,5,113795
306406,174.37,2.002,0.873,0.809,0.043,-0.09963287134352969,5,5,113795
306407,174.62,2.005,0.84,0.736,0.068,-0.09963287134352969,5,5,113795
306408,174.87,2.009,0.778,0.684,0.09,-0.09963287134352969,4,4,113795
306409,175.12,2.011,0.707,0.725,0.084,-0.09963287134352969,5,5,113795
306410,175.37,2.008,0.614,0.859,0.049,-0.09963287134352969,5,5,113795
306411,175.62,2.003,0.566,0.946,0.018,-0.10017949757290372,5,5,113795
306412,175.87,2.005,0.612,0.874,0.027,-0.10017949757290372,5,5,113795
306413,176.12,2.006,0.694,0.75,0.05,-0.10017949757290372,5,5,113795
306414,176.37,2.003,0.795,0.782,0.034,-0.10017949757290372,5,5,113795
306415,176.62,2.0,1.0,0.874,0.004,-0.10017949757290372,5,5,113795
306416,176.87,2.0,0.912,0.894,0.005,-0.10017949757290372,5,5,113795
306417,177.12,2.0,1.0,0.842,0.034,-0.10017949757290372,5,5,113795
306418,177.37,2.0,1.0,0.758,0.069,-0.10017949757290372,5,5,113795
306419,177.62,2.0,1.0,0.704,0.097,-0.10072681268239618,5,5,113795
306420,177.87,2.001,0.972,0.686,0.11,-0.10072681268239618,4,4,113795
306421,178.12,2.007,0.863,0.681,0.115,-0.10072681268239618,4,4,113795
306422,178.37,2.01,0.791,0.668,0.113,-0.10072681268239618,4,4,113795
306423,178.62,2.01,0.773,0.662,0.101,-0.10072681268239618,4,4,113795
306424,178.87,2.013,0.688,0.706,0.095,-0.10072681268239618,5,5,113795
306425,179.12,2.013,0.645,0.76,0.081,-0.10072681268239618,5,5,113795
306426,179.37,2.011,0.646,0.778,0.073,-0.10072681268239618,5,5,113795
306427,179.62,2.01,0.695,0.743,0.074,-0.10127481841050648,5,5,113795
306428,179.87,2.008,0.759,0.69,0.079,-0.10127481841050648,4,4,113795
306429,180.12,2.01,0.741,0.673,0.09,-0.10127481841050648,4,4,113795
306430,180.37,2.016,0.69,0.664,0.117,-0.10127481841050648,4,4,113795
306431,180.62,2.02,0.661,0.658,0.13,-0.10127481841050648,4,4,113795
306432,180.87,2.021,0.657,0.637,0.138,-0.10127481841050648,4,4,113795
306433,181.12,2.023,0.651,0.614,0.146,-0.10127481841050648,4,4,113795
306434,181.37,2.014,0.699,0.63,0.109,-0.10127481841050648,4,4,113795
306435,181.62,2.011,0.699,0.676,0.085,-0.10182351650232342,4,4,113795
306436,181.87,2.011,0.695,0.714,0.083,-0.10182351650232342,5,5,113795
306437,182.12,2.013,0.733,0.708,0.111,-0.10182351650232342,5,5,113795
306438,182.37,2.006,0.878,0.693,0.117,-0.10182351650232342,4,4,113795
306439,182.62,2.0,1.0,0.644,0.135,-0.10182351650232342,4,4,113795
306440,182.87,2.0,1.0,0.53,0.179,-0.10182351650232342,4,4,113795
306441,183.12,2.0,1.0,0.556,0.169,-0.10182351650232342,4,4,113795
306442,183.37,2.0,1.0,0.602,0.151,-0.10182351650232342,4,4,113795
306443,183.62,2.0,1.0,0.641,0.136,-0.10182351650232342,4,4,113795
306444,183.87,2.0,1.0,0.704,0.111,-0.10237290870955855,5,5,113795
306445,184.12,2.0,1.0,0.74,0.099,-0.10237290870955855,5,5,113795
306446,184.37,2.0,1.0,0.686,0.118,-0.10237290870955855,4,4,113795
306447,184.62,2.0,1.0,0.592,0.134,-0.10237290870955855,4,4,113795
306448,184.87,2.0,1.0,0.524,0.135,-0.10237290870955855,4,4,113795
306449,185.12,2.0,1.0,0.53,0.119,-0.10237290870955855,4,4,113795
306450,185.37,2.0,1.0,0.6,0.093,-0.10237290870955855,4,4,113795
306451,185.62,2.0,1.0,0.662,0.084,-0.10237290870955855,4,4,113795
306452,185.87,2.0,1.0,0.657,0.098,-0.10292299679057967,4,4,113795
306453,186.12,2.0,0.991,0.634,0.098,-0.10292299679057967,4,4,113795
306454,186.37,2.001,0.962,0.631,0.092,-0.10292299679057967,4,4,113795
306455,186.62,2.002,0.931,0.645,0.082,-0.10292299679057967,4,4,113795
306456,186.87,2.002,0.919,0.68,0.068,-0.10292299679057967,4,4,113795
306457,187.12,2.005,0.851,0.746,0.071,-0.10292299679057967,5,5,113795
306458,187.37,2.003,0.872,0.774,0.061,-0.10292299679057967,5,5,113795
306459,187.62,2.002,0.903,0.771,0.057,-0.10292299679057967,5,5,113795
306460,187.87,2.004,0.884,0.754,0.074,-0.10347378251044466,5,5,113795
306461,188.12,2.005,0.873,0.741,0.089,-0.10347378251044466,5,5,113795
306462,188.37,2.003,0.922,0.776,0.075,-0.10347378251044466,5,5,113795
306463,188.62,2.001,0.94,0.861,0.053,-0.10347378251044466,5,5,113795
306464,188.87,2.0,1.0,0.899,0.038,-0.10347378251044466,5,5,113795
306465,189.12,2.0,1.0,0.893,0.029,-0.10347378251044466,5,5,113795
306466,189.37,2.0,1.0,0.887,0.025,-0.10347378251044466,5,5,113795
306467,189.62,2.0,1.0,0.901,0.02,-0.10347378251044466,5,5,113795
306468,189.87,2.0,1.0,0.903,0.015,-0.10402526764093542,5,5,113795
306469,190.12,2.0,1.0,0.819,0.067,-0.10402526764093542,5,5,113795
306470,190.37,2.0,1.0,0.793,0.077,-0.10402526764093542,5,5,113795
306471,190.62,2.0,1.0,0.823,0.055,-0.10402526764093542,5,5,113795
306472,190.87,2.0,1.0,0.85,0.048,-0.10402526764093542,5,5,113795
306473,191.12,2.0,1.0,0.889,0.037,-0.10402526764093542,5,5,113795
306474,191.37,2.0,1.0,0.935,0.024,-0.10402526764093542,5,5,113795
306475,191.62,2.0,1.0,0.966,0.013,-0.10402526764093542,5,5,113795
306476,191.87,2.0,1.0,0.902,0.032,-0.10402526764093542,5,5,113795
306477,192.12,2.0,1.0,0.932,0.026,-0.15739076038943792,5,5,113795
306478,192.37,2.0,1.0,0.912,0.034,-0.15739076038943792,5,5,113795
306479,192.62,2.0,1.0,0.925,0.029,-0.15739076038943792,5,5,113795
306480,192.87,2.001,0.931,0.923,0.029,-0.15739076038943792,5,5,113795
306481,193.12,2.002,0.835,0.904,0.037,-0.15739076038943792,5,5,113795
306482,193.37,2.003,0.831,0.878,0.045,-0.15739076038943792,5,5,113795
306483,193.62,2.003,0.858,0.848,0.049,-0.15739076038943792,5,5,113795
306484,193.87,2.004,0.871,0.797,0.068,-0.15739076038943792,5,5,113795
306485,194.12,2.0,1.0,0.706,0.065,-0.15739076038943792,5,5,113795
306486,194.37,2.0,1.0,0.626,0.0,-0.15739076038943792,4,4,113795
306487,194.62,2.0,1.0,0.545,0.0,-0.15801519540988615,4,4,113795
306488,194.87,2.0,0.966,0.533,0.02,-0.15801519540988615,4,4,113795
306489,195.12,2.018,0.67,0.601,0.127,-0.15801519540988615,4,4,113795
306490,195.37,2.019,0.727,0.561,0.158,-0.15801519540988615,4,4,113795
306491,195.62,2.012,0.883,0.297,0.222,-0.15801519540988615,1,1,113795
306492,195.87,2.006,0.952,0.185,0.254,-0.15801519540988615,1,1,113795
306493,196.12,2.0,1.0,0.25,0.236,-0.15801519540988615,1,1,113795
306494,196.37,2.0,1.0,0.33,0.216,-0.15801519540988615,2,2,113795
306495,196.62,2.0,1.0,0.375,0.211,-0.15801519540988615,2,2,113795
306496,196.87,2.0,1.0,0.404,0.207,-0.15864052954514513,2,2,113795
306497,197.12,2.0,1.0,0.373,0.203,-0.15864052954514513,2,2,113795
306498,197.37,2.0,1.0,0.235,0.222,-0.15864052954514513,1,1,113795
306499,197.62,2.0,1.0,0.172,0.231,-0.15864052954514513,1,1,113795
306500,197.87,2.0,1.0,0.217,0.226,-0.15864052954514513,1,1,113795
306501,198.12,2.0,1.0,0.254,0.227,-0.15864052954514513,1,1,113795
306502,198.37,2.0,1.0,0.468,0.173,-0.15864052954514513,2,2,113795
306503,198.62,2.002,0.971,0.608,0.142,-0.15864052954514513,4,4,113795
306504,198.87,2.002,0.968,0.679,0.122,-0.15864052954514513,4,4,113795
306505,199.12,2.0,0.99,0.732,0.102,-0.15864052954514513,5,5,113795
306506,199.37,2.0,1.0,0.76,0.091,-0.1592667653881933,5,5,113795
306507,199.62,2.0,1.0,0.818,0.069,-0.1592667653881933,5,5,113795
306508,199.87,2.0,1.0,0.853,0.056,-0.1592667653881933,5,5,113795
306509,200.12,2.0,1.0,0.861,0.053,-0.1592667653881933,5,5,113795
306510,200.37,2.0,1.0,0.85,0.057,-0.1592667653881933,5,5,113795
306511,200.62,2.0,1.0,0.834,0.063,-0.1592667653881933,5,5,113795
306512,200.87,2.0,1.0,0.823,0.067,-0.1592667653881933,5,5,113795
306513,201.12,2.0,1.0,0.794,0.078,-0.1592667653881933,5,5,113795
306514,201.37,2.0,1.0,0.781,0.083,-0.1592667653881933,5,5,113795
